Lisa Conn 8D V3 2010.02.27 12:10 ,,
Freq,Impedancedata,Phase
1097,8.834278107,-0.594806712
1097.5,8.795910835,-0.602152038
1098,8.75820446,-0.601419557
1098.5,8.716614723,-0.608456473
1099,8.676104546,-0.607084727
1099.5,8.633358002,-0.613703265
1100,8.588583946,-0.611795039
1100.5,8.544618607,-0.617451739
1101,8.501621246,-0.614949094
1101.5,8.457407951,-0.620179488
1102,8.413682938,-0.617165327
1102.5,8.368674278,-0.621763949
1103,8.326275826,-0.618115626
1103.5,8.281617165,-0.622348808
1104,8.23879528,-0.618101722
1104.5,8.195336342,-0.621953565
1105,8.149374962,-0.617373933
1105.5,8.102876663,-0.620210578
1106,8.058427811,-0.614568755
1106.5,8.013522148,-0.616561852
1107,7.971268654,-0.609919987
1107.5,7.930116653,-0.61106895
1108,7.891011238,-0.603568606
1108.5,7.854520798,-0.603884488
1109,7.81935215,-0.59561909
1109.5,7.788290024,-0.595037885
1110,7.759370327,-0.586133217
1110.5,7.733392715,-0.584892487
1111,7.710700512,-0.575221755
1111.5,7.69170332,-0.573343585
1112,7.676248074,-0.562910374
1112.5,7.668050766,-0.560476919
1113,7.660851479,-0.549977332
1113.5,7.660057545,-0.547053381
1114,7.663236618,-0.53628621
1114.5,7.67105484,-0.533179078
1115,7.685202122,-0.522053569
1115.5,7.706091881,-0.518946442
1116,7.733308792,-0.50808678
1116.5,7.767430305,-0.505525656
1117,7.806629658,-0.495426177
1117.5,7.852405548,-0.49365638
1118,7.904033184,-0.484480497
1118.5,7.962659836,-0.484000561
1119,8.024349213,-0.476368051
1119.5,8.093068123,-0.477319398
1120,8.16532135,-0.471567227
1120.5,8.241159439,-0.474677808
1121,8.317312241,-0.471143337
1121.5,8.39468956,-0.47633579
1122,8.470625877,-0.475018533
1122.5,8.542664528,-0.482155715
1123,8.615305901,-0.482343023
1123.5,8.683423996,-0.491425755
1124,8.747109413,-0.49330184
1124.5,8.807836533,-0.503872568
1125,8.86019516,-0.507574599
1125.5,8.904202461,-0.51937001
1126,8.941131592,-0.523841242
1126.5,8.969234467,-0.536178262
1127,8.991087914,-0.540873971
1127.5,9.006228447,-0.553161393
1128,9.01906395,-0.558088981
1128.5,9.019658089,-0.570990689
1129,9.014773369,-0.575787004
1129.5,9.000967026,-0.588188735
1130,8.983912468,-0.592439038
1130.5,8.957055092,-0.604251072
1131,8.929682732,-0.607304217
1131.5,8.899402618,-0.618315663
1132,8.865357399,-0.620996165
1132.5,8.827474594,-0.631396921
1133,8.786081314,-0.633349801
1133.5,8.742503166,-0.642847059
1134,8.697486877,-0.643930496
1134.5,8.651823044,-0.652736271
1135,8.603598595,-0.653356309
1135.5,8.553056717,-0.661597571
1136,8.500470161,-0.661454343
1136.5,8.446769714,-0.669010824
1137,8.388955116,-0.668096532
1137.5,8.332725525,-0.674477345
1138,8.274938583,-0.672742744
1138.5,8.216903687,-0.678324618
1139,8.158226967,-0.675750936
1139.5,8.098530769,-0.680499415
1140,8.038703918,-0.676982252
1140.5,7.97742939,-0.68069804
1141,7.918375969,-0.675903274
1141.5,7.859034061,-0.678705231
1142,7.799023151,-0.672747609
1142.5,7.7429142,-0.673980605
1143,7.689182281,-0.666888455
1143.5,7.638100147,-0.667206248
1144,7.589538574,-0.659196865
1144.5,7.543309689,-0.658757515
1145,7.498134613,-0.649842919
1145.5,7.45740509,-0.648276222
1146,7.41894865,-0.638485154
1146.5,7.384651661,-0.63586115
1147,7.357872486,-0.625288669
1147.5,7.330459118,-0.62283318
1148,7.306399822,-0.611529581
1148.5,7.286066532,-0.608430461
1149,7.266936302,-0.596137818
1149.5,7.258902073,-0.59220485
1150,7.247288227,-0.579480277
1150.5,7.254788876,-0.574682892
1151,7.254378796,-0.562985326
1151.5,7.264993191,-0.5575665
1152,7.281012535,-0.545396965
1152.5,7.30510807,-0.540610103
1153,7.332301617,-0.529488079
1153.5,7.3578372,-0.52549993
1154,7.390881062,-0.513416344
1154.5,7.436238289,-0.508955042
1155,7.491828442,-0.498248191
1155.5,7.548828602,-0.496308268
1156,7.606712341,-0.487218422
1156.5,7.669499397,-0.486030411
1157,7.737215519,-0.47793891
1157.5,7.810366154,-0.478063364
1158,7.888792038,-0.471769362
1158.5,7.967465401,-0.474067024
1159,8.049061775,-0.46949753
1159.5,8.132439613,-0.473709713
1160,8.214580536,-0.47131439
1160.5,8.295151711,-0.47740242
1161,8.373855591,-0.47666324
1161.5,8.449821472,-0.484385591
1162,8.521531105,-0.485102387
1162.5,8.590182304,-0.494006258
1163,8.654046059,-0.495863943
1163.5,8.713332176,-0.505628652
1164,8.770422935,-0.508153983
1164.5,8.822476387,-0.518982703
1165,8.867238998,-0.52240788
1165.5,8.906434059,-0.533614455
1166,8.93980217,-0.537092745
1166.5,8.971460342,-0.548269335
1167,8.996596336,-0.552284905
1167.5,9.011889458,-0.563486443
1168,9.028459549,-0.56636054
1168.5,9.043521881,-0.577390953
1169,9.052046776,-0.580296238
1169.5,9.063493729,-0.590701517
1170,9.071977615,-0.593679678
1170.5,9.080178261,-0.604293425
1171,9.085670471,-0.607838109
1171.5,9.081004143,-0.618990884
1172,9.076634407,-0.62179817
1172.5,9.067209244,-0.63281972
1173,9.054483414,-0.63490134
1173.5,9.04631424,-0.645496028
1174,9.028573036,-0.647417216
1174.5,9.024018288,-0.657859808
1175,8.996769905,-0.660844127
1175.5,8.981363297,-0.670000916
1176,8.961271286,-0.67291058
1176.5,8.937771797,-0.683176936
1177,8.90007019,-0.685995514
1177.5,8.863044739,-0.694455023
1178,8.831716537,-0.695424692
1178.5,8.803779602,-0.704149428
1179,8.76699543,-0.705954961
1179.5,8.726902008,-0.714388905
1180,8.682311058,-0.715114572
1180.5,8.640497208,-0.722224926
1181,8.599514961,-0.722269705
1181.5,8.555487633,-0.729103616
1182,8.511914253,-0.728199087
1182.5,8.470211983,-0.733980777
1183,8.433817863,-0.732468794
1183.5,8.395918846,-0.738652311
1184,8.35456562,-0.737112285
1184.5,8.315673828,-0.742621454
1185,8.273442268,-0.740811669
1185.5,8.232114792,-0.745499369
1186,8.192708969,-0.742997581
1186.5,8.150904655,-0.747133075
1187,8.114759445,-0.743607539
1187.5,8.078832626,-0.747251459
1188,8.048457146,-0.743381805
1188.5,8.016890526,-0.747210046
1189,7.987019062,-0.743119776
1189.5,7.960835934,-0.746843594
1190,7.930778027,-0.743216347
1190.5,7.902007103,-0.74660078
1191,7.872561932,-0.742621525
1191.5,7.843101025,-0.745470136
1192,7.81715107,-0.740748461
1192.5,7.791807175,-0.743286803
1193,7.769748211,-0.738039649
1193.5,7.752220631,-0.740357304
1194,7.735846043,-0.735373985
1194.5,7.723908901,-0.738024588
1195,7.709927559,-0.734036579
1195.5,7.692273617,-0.73717477
1196,7.674833775,-0.732814093
1196.5,7.655203342,-0.735438761
1197,7.639929771,-0.730043455
1197.5,7.628410816,-0.732246218
1198,7.619246006,-0.726868662
1198.5,7.614811897,-0.729322037
1199,7.6097188,-0.724592414
1199.5,7.607751846,-0.727614849
1200,7.602273464,-0.723559689
1200.5,7.598045349,-0.726722744
1201,7.592664719,-0.7225127
1201.5,7.591881275,-0.725458321
1202,7.592653275,-0.721626558
1202.5,7.593748569,-0.725451133
1203,7.592878819,-0.722062411
1203.5,7.595981598,-0.726109336
1204,7.596131325,-0.723583066
1204.5,7.596293926,-0.728132902
1205,7.595838547,-0.726138936
1205.5,7.590549469,-0.731257845
1206,7.58643198,-0.728963759
1206.5,7.583185196,-0.734092308
1207,7.580017567,-0.732440193
1207.5,7.572533607,-0.738284281
1208,7.565030098,-0.736551412
1208.5,7.559591293,-0.742755532
1209,7.547251701,-0.742172691
1209.5,7.532549381,-0.748732693
1210,7.510695934,-0.748282554
1210.5,7.485785961,-0.753985281
1211,7.463606358,-0.752575713
1211.5,7.437194824,-0.758215777
1212,7.411236763,-0.75645912
1212.5,7.381593227,-0.761655288
1213,7.354798794,-0.759289246
1213.5,7.324439526,-0.764506892
1214,7.292171001,-0.761776309
1214.5,7.260118961,-0.766349847
1215,7.224568844,-0.763177536
1215.5,7.189997196,-0.766907409
1216,7.152013302,-0.762855156
1216.5,7.11854744,-0.765033127
1217,7.088710308,-0.76021941
1217.5,7.058569431,-0.762248992
1218,7.033278465,-0.756979568
1218.5,7.007995129,-0.759411945
1219,6.97953701,-0.754616858
1219.5,6.948934555,-0.756459546
1220,6.920280457,-0.750511115
1220.5,6.893938541,-0.751425659
1221,6.871034622,-0.745117531
1221.5,6.846954823,-0.745980972
1222,6.826450825,-0.739109243
1222.5,6.808246613,-0.739834151
1223,6.790599823,-0.733307355
1223.5,6.771111012,-0.734418042
1224,6.747653961,-0.727324785
1224.5,6.730517387,-0.726854915
1225,6.715423584,-0.71917994
1225.5,6.703728199,-0.718593121
1226,6.694061279,-0.710845374
1226.5,6.686555862,-0.710517112
1227,6.678042412,-0.702813582
1227.5,6.674207687,-0.702225542
1228,6.668563843,-0.694818224
1228.5,6.664041042,-0.693938282
1229,6.662231922,-0.685907587
1229.5,6.662229061,-0.684610372
1230,6.667833805,-0.676048324
1230.5,6.677286148,-0.674837948
1231,6.690722466,-0.666700468
1231.5,6.706895351,-0.665999604
1232,6.728088856,-0.658340903
1232.5,6.752902031,-0.658830728
1233,6.776437283,-0.652678185
1233.5,6.800942421,-0.654072384
1234,6.824723721,-0.648332531
1234.5,6.855360508,-0.649946995
1235,6.886724472,-0.645708409
1235.5,6.916860104,-0.64893255
1236,6.947919846,-0.645827016
1236.5,6.97657299,-0.650275504
1237,7.006929874,-0.648294199
1237.5,7.031683445,-0.654351405
1238,7.054218292,-0.653255832
1238.5,7.073812008,-0.66008861
1239,7.088859081,-0.659600917
1239.5,7.104134083,-0.666938079
1240,7.110541821,-0.667313643
1240.5,7.116790295,-0.67448701
1241,7.120335579,-0.674970609
1241.5,7.120965958,-0.682863849
1242,7.11425972,-0.68395843
1242.5,7.101540565,-0.691759827
1243,7.084135532,-0.691968256
1243.5,7.065077782,-0.698716595
1244,7.044179916,-0.697878875
1244.5,7.025791645,-0.703829035
1245,7.004944801,-0.703097218
1245.5,6.980399609,-0.709014577
1246,6.955308437,-0.707707036
1246.5,6.926630974,-0.713373352
1247,6.895266533,-0.711523044
1247.5,6.859896183,-0.716400061
1248,6.82263422,-0.712785398
1248.5,6.793095589,-0.715893935
1249,6.76117897,-0.712241883
1249.5,6.728966713,-0.715067014
1250,6.696777821,-0.710546523
1250.5,6.666025639,-0.712904632
1251,6.631688118,-0.707995487
1251.5,6.599707127,-0.709301257
1252,6.56718111,-0.703722722
1252.5,6.533430099,-0.70429574
1253,6.501913548,-0.697413638
1253.5,6.472826004,-0.696982164
1254,6.446387768,-0.689780202
1254.5,6.416313171,-0.689310644
1255,6.387121201,-0.68108281
1255.5,6.357381344,-0.679319831
1256,6.330596447,-0.669391643
1256.5,6.308859825,-0.666295215
1257,6.287638664,-0.655529974
1257.5,6.27306366,-0.651206548
1258,6.261045456,-0.639714995
1258.5,6.255176544,-0.634847991
1259,6.250710011,-0.623145393
1259.5,6.251015186,-0.617572845
1260,6.25766468,-0.605277843
1260.5,6.267983913,-0.59967818
1261,6.284983635,-0.587357557
1261.5,6.304768562,-0.582015341
1262,6.332897663,-0.569730297
1262.5,6.365715504,-0.565437008
1263,6.398987293,-0.554423012
1263.5,6.437029362,-0.550463159
1264,6.478817463,-0.53984241
1264.5,6.527469158,-0.536463868
1265,6.580812931,-0.527193564
1265.5,6.635659218,-0.525584251
1266,6.691862583,-0.517510442
1266.5,6.752620697,-0.51672022
1267,6.815829277,-0.510126729
1267.5,6.877522945,-0.510669854
1268,6.94596529,-0.504447314
1268.5,7.019862652,-0.506467321
1269,7.092333317,-0.502833363
1269.5,7.162386417,-0.506642863
1270,7.233311653,-0.503971072
1270.5,7.304534435,-0.508949495
1271,7.375034332,-0.507471463
1271.5,7.447861671,-0.513654046
1272,7.516992092,-0.513952609
1272.5,7.582908154,-0.521408415
1273,7.646408081,-0.522296041
1273.5,7.711606026,-0.530099088
1274,7.778407574,-0.53216527
1274.5,7.83900404,-0.541756663
1275,7.897154331,-0.544591914
1275.5,7.957131386,-0.554749521
1276,8.013151169,-0.559476479
1276.5,8.05802536,-0.571050147
1277,8.104247093,-0.575792395
1277.5,8.14563942,-0.58830546
1278,8.179288864,-0.594438428
1278.5,8.203186035,-0.607323026
1279,8.224946022,-0.613124961
1279.5,8.240053177,-0.626141723
1280,8.249774933,-0.632017834
1280.5,8.253694534,-0.644863869
1281,8.252038956,-0.650378084
1281.5,8.247368813,-0.662797123
1282,8.234698296,-0.668016761
1282.5,8.219881058,-0.679474044
1283,8.201733589,-0.68378144
1283.5,8.183124542,-0.694423786
1284,8.16291523,-0.698299604
1284.5,8.139077187,-0.708701389
1285,8.112188339,-0.712028265
1285.5,8.083882332,-0.721458124
1286,8.058505058,-0.724177077
1286.5,8.026812553,-0.733874911
1287,7.991343021,-0.73602666
1287.5,7.956048489,-0.744445691
1288,7.920804501,-0.745768853
1288.5,7.885678291,-0.753488855
1289,7.8520298,-0.75439304
1289.5,7.815677166,-0.762008326
1290,7.778861523,-0.762466821
1290.5,7.741911888,-0.769638176
1291,7.700983047,-0.769967392
1291.5,7.658178806,-0.775986227
1292,7.622443676,-0.775167716
1292.5,7.582182884,-0.78154084
1293,7.539216042,-0.780559253
1293.5,7.49371767,-0.785787435
1294,7.451076984,-0.783287054
1294.5,7.412549496,-0.787565062
1295,7.37381506,-0.785038907
1295.5,7.335324764,-0.789277903
1296,7.291147709,-0.786718845
1296.5,7.244348049,-0.789288709
1297,7.206866264,-0.784450683
1297.5,7.171011448,-0.786518593
1298,7.135323048,-0.781574313
1298.5,7.100064278,-0.782432495
1299,7.074300766,-0.776179858
1299.5,7.050448418,-0.777130352
1300,7.027977467,-0.771393309
1300.5,7.002831936,-0.77202621
1301,6.98430872,-0.765067701
1301.5,6.970461845,-0.765166103
1302,6.960275173,-0.758560737
1302.5,6.952051163,-0.758886293
1303,6.948573112,-0.752676992
1303.5,6.943800926,-0.753862402
1304,6.938978195,-0.74805308
1304.5,6.934945583,-0.748938874
1305,6.935399055,-0.742990004
1305.5,6.935517788,-0.744358669
1306,6.93710804,-0.738572171
1306.5,6.941509724,-0.740081632
1307,6.944864273,-0.734722953
1307.5,6.95244503,-0.736238633
1308,6.960196495,-0.731567943
1308.5,6.966334343,-0.733689654
1309,6.973378658,-0.728844687
1309.5,6.984540939,-0.730691736
1310,6.999126911,-0.72658106
1310.5,7.010535717,-0.729639388
1311,7.02256155,-0.726000075
1311.5,7.033359528,-0.729291493
1312,7.045729637,-0.725870828
1312.5,7.057321072,-0.729509729
1313,7.069304943,-0.726468383
1313.5,7.080030918,-0.73022311
1314,7.094426155,-0.727130812
1314.5,7.109149456,-0.731496183
1315,7.123100281,-0.729115655
1315.5,7.139365196,-0.733896347
1316,7.154248238,-0.732774576
1316.5,7.161768436,-0.738582329
1317,7.168607712,-0.736942747
1317.5,7.177517891,-0.742048711
1318,7.189680099,-0.740459573
1318.5,7.203819275,-0.746479468
1319,7.215056419,-0.74646338
1319.5,7.220814228,-0.753678519
1320,7.221870899,-0.753854704
1320.5,7.222680092,-0.76081424
1321,7.219344139,-0.7612291
1321.5,7.212391853,-0.767977725
1322,7.206370354,-0.767588649
1322.5,7.202176094,-0.774201444
1323,7.195270061,-0.774560973
1323.5,7.183612823,-0.781751627
1324,7.166254044,-0.781937783
1324.5,7.146900654,-0.787912787
1325,7.131210327,-0.786797764
1325.5,7.117040634,-0.792612621
1326,7.100281715,-0.79211001
1326.5,7.079114914,-0.797771187
1327,7.060574532,-0.796541468
1327.5,7.038071156,-0.802070199
1328,7.015477657,-0.800388202
1328.5,6.990343094,-0.805221587
1329,6.966169834,-0.802538918
1329.5,6.944078445,-0.806345079
1330,6.924676895,-0.803198596
1330.5,6.905721664,-0.806840673
1331,6.889461994,-0.803495583
1331.5,6.873811722,-0.807489153
1332,6.853734016,-0.804538632
1332.5,6.833677292,-0.807693672
1333,6.816782951,-0.803594561
1333.5,6.804127216,-0.806308204
1334,6.794025898,-0.802428445
1334.5,6.786527634,-0.806020006
1335,6.773154736,-0.803357649
1335.5,6.758697987,-0.806837603
1336,6.744184017,-0.803839874
1336.5,6.726671219,-0.807171221
1337,6.710251331,-0.803471346
1337.5,6.694130898,-0.806180132
1338,6.679719448,-0.802173293
1338.5,6.664284229,-0.804525996
1339,6.653722763,-0.800111302
1339.5,6.640801907,-0.802891171
1340,6.626533031,-0.798556558
1340.5,6.610518456,-0.800497768
1341,6.599146843,-0.794856246
1341.5,6.591090202,-0.79621415
1342,6.586264133,-0.790430705
1342.5,6.586106777,-0.792033999
1343,6.58546257,-0.787074922
1343.5,6.586172104,-0.789319928
1344,6.584480762,-0.784721869
1344.5,6.584510803,-0.787041031
1345,6.580312729,-0.782120838
1345.5,6.585197926,-0.783114564
1346,6.595604897,-0.778489812
1346.5,6.605708122,-0.781380298
1347,6.611627102,-0.777902561
1347.5,6.618607044,-0.780770176
1348,6.625986576,-0.777274355
1348.5,6.63586998,-0.780209907
1349,6.649243832,-0.777412396
1349.5,6.659835339,-0.781728429
1350,6.670930386,-0.780046579
1350.5,6.674684048,-0.785512672
1351,6.676267624,-0.783750108
1351.5,6.677210808,-0.78871058
1352,6.677094936,-0.786893557
1352.5,6.674853802,-0.791550584
1353,6.676527977,-0.788986496
1353.5,6.680973053,-0.794045858
1354,6.681754112,-0.792639997
1354.5,6.682094097,-0.798318696
1355,6.676589489,-0.797550095
1355.5,6.666099072,-0.802998492
1356,6.654566765,-0.800691361
1356.5,6.648283482,-0.804556102
1357,6.647631168,-0.801880172
1357.5,6.647870541,-0.806958824
1358,6.645533085,-0.805230845
1358.5,6.644622326,-0.811332131
1359,6.630662918,-0.810425152
1359.5,6.622571468,-0.815094865
1360,6.613443851,-0.813759073
1360.5,6.604049683,-0.818896905
1361,6.59200573,-0.817456499
1361.5,6.581712723,-0.822568614
1362,6.566514015,-0.821328777
1362.5,6.552321434,-0.826141397
1363,6.535033703,-0.82483936
1363.5,6.513858795,-0.829335421
1364,6.493671894,-0.82658209
1364.5,6.476882458,-0.830208578
1365,6.458749771,-0.827247378
1365.5,6.443974495,-0.830420891
1366,6.429851055,-0.827496343
1366.5,6.41533947,-0.831177248
1367,6.397503853,-0.828445774
1367.5,6.378729343,-0.831731935
1368,6.358267784,-0.828173063
1368.5,6.340326786,-0.830449541
1369,6.322592735,-0.826142354
1369.5,6.309811115,-0.827706539
1370,6.298402309,-0.823774719
1370.5,6.282813072,-0.825827111
1371,6.268183708,-0.820954648
1371.5,6.257806778,-0.82161768
1372,6.254607677,-0.816702981
1372.5,6.248250484,-0.818398301
1373,6.245604515,-0.813964471
1373.5,6.237856388,-0.816196184
1374,6.231253624,-0.811520314
1374.5,6.22259903,-0.812759414
1375,6.222897053,-0.806814853
1375.5,6.227024555,-0.808324042
1376,6.23261404,-0.803876158
1376.5,6.234953403,-0.806290269
1377,6.241420269,-0.802029873
1377.5,6.24467659,-0.805451392
1378,6.244856834,-0.801508933
1378.5,6.247190475,-0.80424519
1379,6.250466347,-0.79996041
1379.5,6.2579422,-0.80283211
1380,6.263799191,-0.799063864
1380.5,6.276249409,-0.802326663
1381,6.28500843,-0.800358007
1381.5,6.287868977,-0.8047794
1382,6.291420937,-0.802167388
1382.5,6.295134544,-0.806588067
1383,6.296506882,-0.803802899
1383.5,6.305280209,-0.80791346
1384,6.310245037,-0.806353622
1384.5,6.314896107,-0.811377101
1385,6.316383839,-0.810191478
1385.5,6.316897392,-0.815548
1386,6.314218044,-0.814128208
1386.5,6.316374302,-0.819353065
1387,6.311325073,-0.818900319
1387.5,6.305430412,-0.823799711
1388,6.301902771,-0.822695911
1388.5,6.295695305,-0.828114877
1389,6.287813187,-0.826941664
1389.5,6.280357838,-0.831940955
1390,6.27361393,-0.830509742
1390.5,6.268684387,-0.835762481
1391,6.26178503,-0.835120685
1391.5,6.252342701,-0.841220604
1392,6.236288071,-0.840761557
1392.5,6.220322132,-0.845925132
1393,6.203103542,-0.844401844
1393.5,6.191959858,-0.848758188
1394,6.18000412,-0.848179172
1394.5,6.162435532,-0.853480852
1395,6.144267082,-0.852666866
1395.5,6.122149944,-0.857399261
1396,6.104556561,-0.856033899
1396.5,6.079635143,-0.861179291
1397,6.055345058,-0.859168724
1397.5,6.028450489,-0.863396701
1398,6.003561974,-0.860349071
1398.5,5.980890274,-0.863959326
1399,5.95753336,-0.861168288
1399.5,5.932722569,-0.86502212
1400,5.90289402,-0.862031387
1400.5,5.874683857,-0.864356753
1401,5.849359512,-0.86064799
1401.5,5.817953587,-0.863045536
1402,5.788630962,-0.857614917
1402.5,5.764050961,-0.85846279
1403,5.740903378,-0.852927245
1403.5,5.716368198,-0.853721727
1404,5.693574905,-0.84689011
1404.5,5.679961681,-0.846937838
1405,5.660862923,-0.841552186
1405.5,5.640770912,-0.841292474
1406,5.623939991,-0.83466604
1406.5,5.607394695,-0.833730684
1407,5.597289085,-0.826390253
1407.5,5.587522507,-0.825791669
1408,5.580871105,-0.818736193
1408.5,5.574910641,-0.818718859
1409,5.567135334,-0.812301364
1409.5,5.55970335,-0.81196025
1410,5.555184841,-0.805195398
1410.5,5.549782276,-0.80534
1411,5.542862415,-0.798281708
1411.5,5.543474674,-0.797701294
1412,5.540775299,-0.791959489
1412.5,5.534748077,-0.791603828
1413,5.53273344,-0.784887567
1413.5,5.527983665,-0.784281803
1414,5.529787064,-0.776572346
1414.5,5.534099102,-0.776562158
1415,5.533741474,-0.770097968
1415.5,5.533427715,-0.769766829
1416,5.531283379,-0.762242839
1416.5,5.535778522,-0.760332673
1417,5.544278145,-0.752312042
1417.5,5.557982922,-0.750975417
1418,5.570577145,-0.744065229
1418.5,5.58493042,-0.742959524
1419,5.60250473,-0.736045127
1419.5,5.623086929,-0.735311885
1420,5.647397518,-0.729677241
1420.5,5.664798737,-0.730259714
1421,5.689029217,-0.72383331
1421.5,5.717255592,-0.724493711
1422,5.751214504,-0.719804872
1422.5,5.78002882,-0.723226697
1423,5.804624081,-0.719720811
1423.5,5.831165791,-0.722962637
1424,5.856760025,-0.719722781
1424.5,5.888010979,-0.723427611
1425,5.916101456,-0.72216663
1425.5,5.939771175,-0.727077986
1426,5.967652798,-0.725982258
1426.5,5.990809441,-0.732918498
1427,6.004298687,-0.733086432
1427.5,6.016612053,-0.739064664
1428,6.029755116,-0.738054714
1428.5,6.047821045,-0.744427081
1429,6.055510044,-0.744897786
1429.5,6.065962791,-0.750807445
1430,6.073243618,-0.751408298
1430.5,6.077361584,-0.757391678
1431,6.083118439,-0.757490889
1431.5,6.085683823,-0.76342448
1432,6.092953205,-0.763489621
1432.5,6.092965126,-0.770498596
1433,6.092726707,-0.770458367
1433.5,6.090816975,-0.777529193
1434,6.081500053,-0.777693833
1434.5,6.072359085,-0.783265298
1435,6.066071987,-0.781887068
1435.5,6.065163612,-0.787243666
1436,6.062264442,-0.787176256
1436.5,6.054656029,-0.793655099
1437,6.043293476,-0.7935142
1437.5,6.028636932,-0.799484691
1438,6.012251854,-0.797976904
1438.5,6.001162529,-0.80291979
1439,5.98499012,-0.8014559
1439.5,5.973136425,-0.805826268
1440,5.957983494,-0.804220504
1440.5,5.945848942,-0.808540341
1441,5.926390648,-0.807264377
1441.5,5.906570911,-0.810038338
1442,5.89486742,-0.807030069
1442.5,5.881669998,-0.81018825
1443,5.871901512,-0.807582575
1443.5,5.857141495,-0.811589114
1444,5.839198589,-0.808994949
1444.5,5.818582058,-0.811589144
1445,5.803359032,-0.807184634
1445.5,5.791149616,-0.809119265
1446,5.781485558,-0.805319113
1446.5,5.766539574,-0.808064169
1447,5.750758171,-0.803623268
1447.5,5.735757828,-0.805099719
1448,5.722289085,-0.79960752
1448.5,5.712837219,-0.800013892
1449,5.707749844,-0.794263515
1449.5,5.704461098,-0.795044729
1450,5.704700947,-0.790258853
1450.5,5.695896626,-0.792698662
1451,5.683354855,-0.786502281
1451.5,5.680639267,-0.786224283
1452,5.679902554,-0.779570122
1452.5,5.685412884,-0.779541422
1453,5.690738678,-0.773431309
1453.5,5.702496529,-0.77418436
1454,5.707241058,-0.769758944
1454.5,5.71052599,-0.770113195
1455,5.719758034,-0.76397856
1455.5,5.733896732,-0.764136678
1456,5.752476215,-0.758748871
1456.5,5.773071289,-0.760200026
1457,5.795854568,-0.756473919
1457.5,5.812250137,-0.759985342
1458,5.824631691,-0.756053982
1458.5,5.844602585,-0.75823161
1459,5.864993095,-0.754598195
1459.5,5.893118858,-0.757364868
1460,5.922478676,-0.756205036
1460.5,5.941925526,-0.761890367
1461,5.959204197,-0.760991379
1461.5,5.973109722,-0.766448007
1462,5.987588882,-0.764657049
1462.5,6.009004593,-0.769784367
1463,6.028238297,-0.769332189
1463.5,6.04969883,-0.775854166
1464,6.065623283,-0.777048029
1464.5,6.077906132,-0.784972797
1465,6.078739166,-0.786198675
1465.5,6.086825848,-0.7919582
1466,6.09876442,-0.793268781
1466.5,6.104602337,-0.800899302
1467,6.110592365,-0.802886626
1467.5,6.108185291,-0.811591852
1468,6.100063801,-0.813159688
1468.5,6.092709064,-0.820346765
1469,6.085445881,-0.821010758
1469.5,6.081755638,-0.827948578
1470,6.076782227,-0.829642269
1470.5,6.064815044,-0.838033824
1471,6.044241905,-0.839422447
1471.5,6.024010181,-0.845723106
1472,6.006050587,-0.845191615
1472.5,5.993528843,-0.850852581
1473,5.979724884,-0.85105846
1473.5,5.964140415,-0.857481057
1474,5.944374561,-0.858021953
1474.5,5.918816566,-0.863983759
1475,5.894323349,-0.862360021
1475.5,5.8766222,-0.866872601
1476,5.857356071,-0.865538686
1476.5,5.839889526,-0.870155021
1477,5.821347713,-0.868923647
1477.5,5.801917553,-0.873872355
1478,5.777736664,-0.872395647
1478.5,5.75522089,-0.875942615
1479,5.736861706,-0.87307879
1479.5,5.723436832,-0.876871001
1480,5.706419468,-0.875232401
1480.5,5.689534187,-0.879620559
1481,5.66664505,-0.878369081
1481.5,5.64109087,-0.88163403
1482,5.621825695,-0.87832432
1482.5,5.605516434,-0.881696904
1483,5.586741924,-0.879309924
1483.5,5.56815815,-0.883122906
1484,5.543001652,-0.881041633
1484.5,5.516997814,-0.883527231
1485,5.493715286,-0.879631219
1485.5,5.473367214,-0.881150348
1486,5.456897736,-0.876916164
1486.5,5.442957401,-0.878986426
1487,5.427404404,-0.876253473
1487.5,5.404156208,-0.879028891
1488,5.381524086,-0.874910356
1488.5,5.358703136,-0.876040877
1489,5.342199802,-0.870515442
1489.5,5.328918457,-0.871820681
1490,5.314423561,-0.867491137
1490.5,5.297352791,-0.869374185
1491,5.277829647,-0.864584518
1491.5,5.259613514,-0.865307688
1492,5.242588997,-0.859332257
1492.5,5.232250214,-0.859344551
1493,5.221488953,-0.854434138
1493.5,5.207660198,-0.855342401
1494,5.193210125,-0.850042383
1494.5,5.177268028,-0.850245146
1495,5.163104534,-0.843445911
1495.5,5.155784607,-0.842509506
1496,5.14964962,-0.836352733
1496.5,5.144388676,-0.836232477
1497,5.137639999,-0.830823347
1497.5,5.127472401,-0.830499445
1498,5.122093201,-0.82378382
1498.5,5.117025375,-0.82314785
1499,5.115095139,-0.816188636
1499.5,5.11587286,-0.815644407
1500,5.116615772,-0.809460843
1500.5,5.116745949,-0.80904285
1501,5.120168686,-0.802400395
1501.5,5.126149178,-0.802028139
1502,5.13557148,-0.79608924
1502.5,5.144882202,-0.797157697
1503,5.152463913,-0.792483927
1503.5,5.158734798,-0.79433467
1504,5.160676479,-0.789949185
1504.5,5.163897991,-0.790812099
1505,5.170247078,-0.785682014
1505.5,5.179243088,-0.786853898
1506,5.189276695,-0.78292812
1506.5,5.194904804,-0.785407032
1507,5.200636387,-0.781542274
